store_nbr,month_dt,zero_sales_flg,sum_unit_sales,first_act_month,mob,to_predict_flg,mobs_to_predict_list,target
12,2014-11-01,0,212946.491,2013-01-01,22.0,1,"[23.0, 24.0, 25.0]",565333.407
12,2014-12-01,0,235614.225,2013-01-01,23.0,1,"[24.0, 25.0, 26.0]",494166.576
12,2015-01-01,0,170752.873,2013-01-01,24.0,1,"[25.0, 26.0, 27.0]",
12,2015-02-01,0,158966.309,2013-01-01,25.0,1,"[26.0, 27.0, 28.0]",
12,2015-03-01,0,164447.394,2013-01-01,26.0,1,"[27.0, 28.0, 29.0]",
12,2015-04-01,1,0.0,,,0,"[nan, nan, nan]",
12,2015-05-01,0,45346.036,2013-01-01,28.0,1,"[29.0, 30.0, 31.0]",694248.02
12,2015-06-01,0,229876.641,2013-01-01,29.0,1,"[30.0, 31.0, 32.0]",691077.8130000001
12,2015-07-01,0,219377.502,2013-01-01,30.0,1,"[31.0, 32.0, 33.0]",707746.963
12,2015-08-01,0,244993.877,2013-01-01,31.0,1,"[32.0, 33.0, 34.0]",681540.877
12,2015-09-01,0,226706.434,2013-01-01,32.0,1,"[33.0, 34.0, 35.0]",705203.043
12,2015-10-01,0,236046.652,2013-01-01,33.0,1,"[34.0, 35.0, 36.0]",702564.377
12,2015-11-01,0,218787.791,2013-01-01,34.0,1,"[35.0, 36.0, 37.0]",702506.145
12,2015-12-01,0,250368.6,2013-01-01,35.0,1,"[36.0, 37.0, 38.0]",679641.106
12,2016-01-01,0,233407.986,2013-01-01,36.0,1,"[37.0, 38.0, 39.0]",703217.948
12,2016-02-01,0,218729.559,2013-01-01,37.0,1,"[38.0, 39.0, 40.0]",729487.7
12,2016-03-01,0,227503.561,2013-01-01,38.0,1,"[39.0, 40.0, 41.0]",713549.2649999999
12,2016-04-01,0,256984.828,2013-01-01,39.0,1,"[40.0, 41.0, 42.0]",670183.271
12,2016-05-01,0,244999.311,2013-01-01,40.0,1,"[41.0, 42.0, 43.0]",635169.638
12,2016-06-01,0,211565.126,2013-01-01,41.0,1,"[42.0, 43.0, 44.0]",641177.702
12,2016-07-01,0,213618.834,2013-01-01,42.0,1,"[43.0, 44.0, 45.0]",674767.328
12,2016-08-01,0,209985.678,2013-01-01,43.0,1,"[44.0, 45.0, 46.0]",697852.213
12,2016-09-01,0,217573.19,2013-01-01,44.0,1,"[45.0, 46.0, 47.0]",743717.942
12,2016-10-01,0,247208.46,2013-01-01,45.0,1,"[46.0, 47.0, 48.0]",733031.769
12,2016-11-01,0,233070.563,2013-01-01,46.0,1,"[47.0, 48.0, 49.0]",711367.645
12,2016-12-01,0,263438.919,2013-01-01,47.0,1,"[48.0, 49.0, 50.0]",696636.318
12,2017-01-01,0,236522.287,2013-01-01,48.0,1,"[49.0, 50.0, 51.0]",706073.865
12,2017-02-01,0,211406.439,2013-01-01,49.0,1,"[50.0, 51.0, 52.0]",751368.3659999999
12,2017-03-01,0,248707.592,2013-01-01,50.0,1,"[51.0, 52.0, 53.0]",737392.844
12,2017-04-01,0,245959.834,2013-01-01,51.0,1,"[52.0, 53.0, 54.0]",737888.713
12,2017-05-01,0,256700.94,2013-01-01,52.0,1,"[53.0, 54.0, 55.0]",594815.091
12,2017-06-01,0,234732.07,2013-01-01,53.0,1,"[54.0, 55.0, 56.0]",
12,2017-07-01,0,246455.703,2013-01-01,54.0,1,"[55.0, 56.0, 57.0]",
12,2017-08-01,0,113627.318,2013-01-01,55.0,1,"[56.0, 57.0, 58.0]",
13,2013-01-01,0,117897.876,2013-01-01,0.0,0,"[1.0, 2.0, 3.0]",385256.944
13,2013-02-01,0,112179.04,2013-01-01,1.0,0,"[2.0, 3.0, 4.0]",414129.11
13,2013-03-01,0,132425.884,2013-01-01,2.0,0,"[3.0, 4.0, 5.0]",420261.309
13,2013-04-01,0,140652.02,2013-01-01,3.0,0,"[4.0, 5.0, 6.0]",416045.413
13,2013-05-01,0,141051.206,2013-01-01,4.0,0,"[5.0, 6.0, 7.0]",410111.89800000004
13,2013-06-01,0,138558.083,2013-01-01,5.0,0,"[6.0, 7.0, 8.0]",402525.652
13,2013-07-01,0,136436.124,2013-01-01,6.0,0,"[7.0, 8.0, 9.0]",404472.68799999997
13,2013-08-01,0,135117.691,2013-01-01,7.0,0,"[8.0, 9.0, 10.0]",410234.417
13,2013-09-01,0,130971.837,2013-01-01,8.0,0,"[9.0, 10.0, 11.0]",444915.36600000004
13,2013-10-01,0,138383.16,2013-01-01,9.0,0,"[10.0, 11.0, 12.0]",481839.72640000004
13,2013-11-01,0,140879.42,2013-01-01,10.0,0,"[11.0, 12.0, 13.0]",475089.985
13,2013-12-01,0,165652.786,2013-01-01,11.0,1,"[12.0, 13.0, 14.0]",506547.76670000004
13,2014-01-01,0,175307.5204,2013-01-01,12.0,1,"[13.0, 14.0, 15.0]",479088.917
13,2014-02-01,0,134129.6786,2013-01-01,13.0,1,"[14.0, 15.0, 16.0]",497772.56610000005
13,2014-03-01,0,197110.5677,2013-01-01,14.0,1,"[15.0, 16.0, 17.0]",445209.01139999996
13,2014-04-01,0,147848.6707,2013-01-01,15.0,1,"[16.0, 17.0, 18.0]",491044.5427
13,2014-05-01,0,152813.3277,2013-01-01,16.0,1,"[17.0, 18.0, 19.0]",490785.201
13,2014-06-01,0,144547.013,2013-01-01,17.0,1,"[18.0, 19.0, 20.0]",531071.661
13,2014-07-01,0,193684.202,2013-01-01,18.0,1,"[19.0, 20.0, 21.0]",537352.0530000001
13,2014-08-01,0,152553.986,2013-01-01,19.0,1,"[20.0, 21.0, 22.0]",593221.2420000001
13,2014-09-01,0,184833.473,2013-01-01,20.0,1,"[21.0, 22.0, 23.0]",661960.48
13,2014-10-01,0,199964.594,2013-01-01,21.0,1,"[22.0, 23.0, 24.0]",636984.922
13,2014-11-01,0,208423.175,2013-01-01,22.0,1,"[23.0, 24.0, 25.0]",589623.8119999999
13,2014-12-01,0,253572.711,2013-01-01,23.0,1,"[24.0, 25.0, 26.0]",530615.274
13,2015-01-01,0,174989.036,2013-01-01,24.0,1,"[25.0, 26.0, 27.0]",620874.069
13,2015-02-01,0,161062.065,2013-01-01,25.0,1,"[26.0, 27.0, 28.0]",746263.262
13,2015-03-01,0,194564.173,2013-01-01,26.0,1,"[27.0, 28.0, 29.0]",767404.1639999999
13,2015-04-01,0,265247.831,2013-01-01,27.0,1,"[28.0, 29.0, 30.0]",716242.992
13,2015-05-01,0,286451.258,2013-01-01,28.0,1,"[29.0, 30.0, 31.0]",671518.827
13,2015-06-01,0,215705.075,2013-01-01,29.0,1,"[30.0, 31.0, 32.0]",680590.4569999999
13,2015-07-01,0,214086.659,2013-01-01,30.0,1,"[31.0, 32.0, 33.0]",688235.922
13,2015-08-01,0,241727.093,2013-01-01,31.0,1,"[32.0, 33.0, 34.0]",651637.355
13,2015-09-01,0,224776.705,2013-01-01,32.0,1,"[33.0, 34.0, 35.0]",674303.3670000001
13,2015-10-01,0,221732.124,2013-01-01,33.0,1,"[34.0, 35.0, 36.0]",681630.5900000001
13,2015-11-01,0,205128.526,2013-01-01,34.0,1,"[35.0, 36.0, 37.0]",674894.801
13,2015-12-01,0,247442.717,2013-01-01,35.0,1,"[36.0, 37.0, 38.0]",637047.025
13,2016-01-01,0,229059.347,2013-01-01,36.0,1,"[37.0, 38.0, 39.0]",638389.6329999999
13,2016-02-01,0,198392.737,2013-01-01,37.0,1,"[38.0, 39.0, 40.0]",659609.7339999999
13,2016-03-01,0,209594.941,2013-01-01,38.0,1,"[39.0, 40.0, 41.0]",633661.252
13,2016-04-01,0,230401.955,2013-01-01,39.0,1,"[40.0, 41.0, 42.0]",595482.985
13,2016-05-01,0,219612.838,2013-01-01,40.0,1,"[41.0, 42.0, 43.0]",565165.642
13,2016-06-01,0,183646.459,2013-01-01,41.0,1,"[42.0, 43.0, 44.0]",586727.739
13,2016-07-01,0,192223.688,2013-01-01,42.0,1,"[43.0, 44.0, 45.0]",609044.221
13,2016-08-01,0,189295.495,2013-01-01,43.0,1,"[44.0, 45.0, 46.0]",629244.933
13,2016-09-01,0,205208.556,2013-01-01,44.0,1,"[45.0, 46.0, 47.0]",662749.919
13,2016-10-01,0,214540.17,2013-01-01,45.0,1,"[46.0, 47.0, 48.0]",650708.48
13,2016-11-01,0,209496.207,2013-01-01,46.0,1,"[47.0, 48.0, 49.0]",634435.461
13,2016-12-01,0,238713.542,2013-01-01,47.0,1,"[48.0, 49.0, 50.0]",605702.861
13,2017-01-01,0,202498.731,2013-01-01,48.0,1,"[49.0, 50.0, 51.0]",623940.498
13,2017-02-01,0,193223.188,2013-01-01,49.0,1,"[50.0, 51.0, 52.0]",650018.198
13,2017-03-01,0,209980.942,2013-01-01,50.0,1,"[51.0, 52.0, 53.0]",651461.2779999999
13,2017-04-01,0,220736.368,2013-01-01,51.0,1,"[52.0, 53.0, 54.0]",644337.87
13,2017-05-01,0,219300.888,2013-01-01,52.0,1,"[53.0, 54.0, 55.0]",529166.458
13,2017-06-01,0,211424.022,2013-01-01,53.0,1,"[54.0, 55.0, 56.0]",
13,2017-07-01,0,213612.96,2013-01-01,54.0,1,"[55.0, 56.0, 57.0]",
13,2017-08-01,0,104129.476,2013-01-01,55.0,1,"[56.0, 57.0, 58.0]",
14,2013-01-01,0,156466.335,2013-01-01,0.0,0,"[1.0, 2.0, 3.0]",464191.261
14,2013-02-01,0,143436.95,2013-01-01,1.0,0,"[2.0, 3.0, 4.0]",477945.31799999997
14,2013-03-01,0,166222.0,2013-01-01,2.0,0,"[3.0, 4.0, 5.0]",471638.76499999996
14,2013-04-01,0,154532.311,2013-01-01,3.0,0,"[4.0, 5.0, 6.0]",478773.927
14,2013-05-01,0,157191.007,2013-01-01,4.0,0,"[5.0, 6.0, 7.0]",478593.51099999994
14,2013-06-01,0,159915.447,2013-01-01,5.0,0,"[6.0, 7.0, 8.0]",479748.161
14,2013-07-01,0,161667.473,2013-01-01,6.0,0,"[7.0, 8.0, 9.0]",483144.532
14,2013-08-01,0,157010.591,2013-01-01,7.0,0,"[8.0, 9.0, 10.0]",495214.67799999996
14,2013-09-01,0,161070.097,2013-01-01,8.0,0,"[9.0, 10.0, 11.0]",532841.436
14,2013-10-01,0,165063.844,2013-01-01,9.0,0,"[10.0, 11.0, 12.0]",584986.495
14,2013-11-01,0,169080.737,2013-01-01,10.0,0,"[11.0, 12.0, 13.0]",571361.8304000001
14,2013-12-01,0,198696.855,2013-01-01,11.0,1,"[12.0, 13.0, 14.0]",603981.2156
14,2014-01-01,0,217208.903,2013-01-01,12.0,1,"[13.0, 14.0, 15.0]",554713.3226000001
14,2014-02-01,0,155456.0724,2013-01-01,13.0,1,"[14.0, 15.0, 16.0]",572863.924
14,2014-03-01,0,231316.2402,2013-01-01,14.0,1,"[15.0, 16.0, 17.0]",506971.5618
14,2014-04-01,0,167941.01,2013-01-01,15.0,1,"[16.0, 17.0, 18.0]",558438.0928
14,2014-05-01,0,173606.6738,2013-01-01,16.0,1,"[17.0, 18.0, 19.0]",402833.32
14,2014-06-01,0,165423.878,2013-01-01,17.0,1,"[18.0, 19.0, 20.0]",399190.8987
14,2014-07-01,0,219407.541,2013-01-01,18.0,1,"[19.0, 20.0, 21.0]",399814.47070000006
14,2014-08-01,0,18001.901,2013-01-01,19.0,1,"[20.0, 21.0, 22.0]",600498.647
14,2014-09-01,0,161781.4567,2013-01-01,20.0,1,"[21.0, 22.0, 23.0]",693068.1003
14,2014-10-01,0,220031.113,2013-01-01,21.0,1,"[22.0, 23.0, 24.0]",655811.3293000001
14,2014-11-01,0,218686.0773,2013-01-01,22.0,1,"[23.0, 24.0, 25.0]",598260.94
14,2014-12-01,0,254350.91,2013-01-01,23.0,1,"[24.0, 25.0, 26.0]",521853.863
14,2015-01-01,0,182774.342,2013-01-01,24.0,1,"[25.0, 26.0, 27.0]",517560.81200000003
14,2015-02-01,0,161135.688,2013-01-01,25.0,1,"[26.0, 27.0, 28.0]",562131.182
14,2015-03-01,0,177943.833,2013-01-01,26.0,1,"[27.0, 28.0, 29.0]",606537.786
14,2015-04-01,0,178481.291,2013-01-01,27.0,1,"[28.0, 29.0, 30.0]",654599.28
14,2015-05-01,0,205706.058,2013-01-01,28.0,1,"[29.0, 30.0, 31.0]",670008.748
14,2015-06-01,0,222350.437,2013-01-01,29.0,1,"[30.0, 31.0, 32.0]",677085.8319999999
14,2015-07-01,0,226542.785,2013-01-01,30.0,1,"[31.0, 32.0, 33.0]",691204.576
14,2015-08-01,0,221115.526,2013-01-01,31.0,1,"[32.0, 33.0, 34.0]",686994.79
14,2015-09-01,0,229427.521,2013-01-01,32.0,1,"[33.0, 34.0, 35.0]",719961.823
14,2015-10-01,0,240661.529,2013-01-01,33.0,1,"[34.0, 35.0, 36.0]",711766.137
14,2015-11-01,0,216905.74,2013-01-01,34.0,1,"[35.0, 36.0, 37.0]",712446.679
14,2015-12-01,0,262394.554,2013-01-01,35.0,1,"[36.0, 37.0, 38.0]",671516.8049999999
14,2016-01-01,0,232465.843,2013-01-01,36.0,1,"[37.0, 38.0, 39.0]",693024.25
14,2016-02-01,0,217586.282,2013-01-01,37.0,1,"[38.0, 39.0, 40.0]",711909.481
14,2016-03-01,0,221464.68,2013-01-01,38.0,1,"[39.0, 40.0, 41.0]",707018.983
14,2016-04-01,0,253973.288,2013-01-01,39.0,1,"[40.0, 41.0, 42.0]",675975.132
14,2016-05-01,0,236471.513,2013-01-01,40.0,1,"[41.0, 42.0, 43.0]",657719.926
14,2016-06-01,0,216574.182,2013-01-01,41.0,1,"[42.0, 43.0, 44.0]",670826.128
14,2016-07-01,0,222929.437,2013-01-01,42.0,1,"[43.0, 44.0, 45.0]",695732.048
14,2016-08-01,0,218216.307,2013-01-01,43.0,1,"[44.0, 45.0, 46.0]",727109.233
14,2016-09-01,0,229680.384,2013-01-01,44.0,1,"[45.0, 46.0, 47.0]",792262.711
14,2016-10-01,0,247835.357,2013-01-01,45.0,1,"[46.0, 47.0, 48.0]",783459.881
14,2016-11-01,0,249593.492,2013-01-01,46.0,1,"[47.0, 48.0, 49.0]",750037.4349999999
14,2016-12-01,0,294833.862,2013-01-01,47.0,1,"[48.0, 49.0, 50.0]",700117.975
14,2017-01-01,0,239032.527,2013-01-01,48.0,1,"[49.0, 50.0, 51.0]",716924.434
14,2017-02-01,0,216171.046,2013-01-01,49.0,1,"[50.0, 51.0, 52.0]",785163.9
14,2017-03-01,0,244914.402,2013-01-01,50.0,1,"[51.0, 52.0, 53.0]",784538.517
14,2017-04-01,0,255838.986,2013-01-01,51.0,1,"[52.0, 53.0, 54.0]",785105.906
14,2017-05-01,0,284410.512,2013-01-01,52.0,1,"[53.0, 54.0, 55.0]",626921.921
14,2017-06-01,0,244289.019,2013-01-01,53.0,1,"[54.0, 55.0, 56.0]",
14,2017-07-01,0,256406.375,2013-01-01,54.0,1,"[55.0, 56.0, 57.0]",
14,2017-08-01,0,126226.527,2013-01-01,55.0,1,"[56.0, 57.0, 58.0]",
15,2013-01-01,0,130241.442,2013-01-01,0.0,0,"[1.0, 2.0, 3.0]",406090.596
15,2013-02-01,0,121109.153,2013-01-01,1.0,0,"[2.0, 3.0, 4.0]",447055.608
15,2013-03-01,0,137511.432,2013-01-01,2.0,0,"[3.0, 4.0, 5.0]",475418.657
15,2013-04-01,0,147470.011,2013-01-01,3.0,0,"[4.0, 5.0, 6.0]",483232.651
15,2013-05-01,0,162074.165,2013-01-01,4.0,0,"[5.0, 6.0, 7.0]",492102.75700000004
15,2013-06-01,0,165874.481,2013-01-01,5.0,0,"[6.0, 7.0, 8.0]",474069.732
15,2013-07-01,0,155284.005,2013-01-01,6.0,0,"[7.0, 8.0, 9.0]",465184.76
15,2013-08-01,0,170944.271,2013-01-01,7.0,0,"[8.0, 9.0, 10.0]",438551.09400000004
15,2013-09-01,0,147841.456,2013-01-01,8.0,0,"[9.0, 10.0, 11.0]",446289.82800000004
15,2013-10-01,0,146399.033,2013-01-01,9.0,0,"[10.0, 11.0, 12.0]",493326.7942
15,2013-11-01,0,144310.605,2013-01-01,10.0,0,"[11.0, 12.0, 13.0]",486034.73050000006
15,2013-12-01,0,155580.19,2013-01-01,11.0,1,"[12.0, 13.0, 14.0]",539608.5254
15,2014-01-01,0,193435.9992,2013-01-01,12.0,1,"[13.0, 14.0, 15.0]",502676.04040000006
15,2014-02-01,0,137018.5413,2013-01-01,13.0,1,"[14.0, 15.0, 16.0]",529016.7699
15,2014-03-01,0,209153.9849,2013-01-01,14.0,1,"[15.0, 16.0, 17.0]",484024.634
15,2014-04-01,0,156503.5142,2013-01-01,15.0,1,"[16.0, 17.0, 18.0]",541659.0903
15,2014-05-01,0,163359.2708,2013-01-01,16.0,1,"[17.0, 18.0, 19.0]",538086.8255
15,2014-06-01,0,164161.849,2013-01-01,17.0,1,"[18.0, 19.0, 20.0]",591125.2475
15,2014-07-01,0,214137.9705,2013-01-01,18.0,1,"[19.0, 20.0, 21.0]",595866.549
15,2014-08-01,0,159787.006,2013-01-01,19.0,1,"[20.0, 21.0, 22.0]",647440.1089999999
15,2014-09-01,0,217200.271,2013-01-01,20.0,1,"[21.0, 22.0, 23.0]",670106.2849999999
15,2014-10-01,0,218879.272,2013-01-01,21.0,1,"[22.0, 23.0, 24.0]",628685.425
15,2014-11-01,0,211360.566,2013-01-01,22.0,1,"[23.0, 24.0, 25.0]",578934.6259999999
15,2014-12-01,0,239866.447,2013-01-01,23.0,1,"[24.0, 25.0, 26.0]",515440.96499999997
15,2015-01-01,0,177458.412,2013-01-01,24.0,1,"[25.0, 26.0, 27.0]",520924.3389999999
15,2015-02-01,0,161609.767,2013-01-01,25.0,1,"[26.0, 27.0, 28.0]",565719.706
15,2015-03-01,0,176372.786,2013-01-01,26.0,1,"[27.0, 28.0, 29.0]",622149.6869999999
15,2015-04-01,0,182941.786,2013-01-01,27.0,1,"[28.0, 29.0, 30.0]",682632.49
15,2015-05-01,0,206405.134,2013-01-01,28.0,1,"[29.0, 30.0, 31.0]",717941.6140000001
15,2015-06-01,0,232802.767,2013-01-01,29.0,1,"[30.0, 31.0, 32.0]",735778.797
15,2015-07-01,0,243424.589,2013-01-01,30.0,1,"[31.0, 32.0, 33.0]",742511.3049999999
15,2015-08-01,0,241714.258,2013-01-01,31.0,1,"[32.0, 33.0, 34.0]",735503.755
15,2015-09-01,0,250639.95,2013-01-01,32.0,1,"[33.0, 34.0, 35.0]",746171.792
15,2015-10-01,0,250157.097,2013-01-01,33.0,1,"[34.0, 35.0, 36.0]",739516.2339999999
15,2015-11-01,0,234706.708,2013-01-01,34.0,1,"[35.0, 36.0, 37.0]",722737.3459999999
15,2015-12-01,0,261307.987,2013-01-01,35.0,1,"[36.0, 37.0, 38.0]",696370.302
15,2016-01-01,0,243501.539,2013-01-01,36.0,1,"[37.0, 38.0, 39.0]",715125.4280000001
15,2016-02-01,0,217927.82,2013-01-01,37.0,1,"[38.0, 39.0, 40.0]",746684.25
15,2016-03-01,0,234940.943,2013-01-01,38.0,1,"[39.0, 40.0, 41.0]",737718.516
15,2016-04-01,0,262256.665,2013-01-01,39.0,1,"[40.0, 41.0, 42.0]",704154.6070000001
15,2016-05-01,0,249486.642,2013-01-01,40.0,1,"[41.0, 42.0, 43.0]",686970.733
15,2016-06-01,0,225975.209,2013-01-01,41.0,1,"[42.0, 43.0, 44.0]",709496.588
15,2016-07-01,0,228692.756,2013-01-01,42.0,1,"[43.0, 44.0, 45.0]",732593.7640000001
15,2016-08-01,0,232302.768,2013-01-01,43.0,1,"[44.0, 45.0, 46.0]",737399.831
15,2016-09-01,0,248501.064,2013-01-01,44.0,1,"[45.0, 46.0, 47.0]",763171.848
15,2016-10-01,0,251789.932,2013-01-01,45.0,1,"[46.0, 47.0, 48.0]",760858.504
15,2016-11-01,0,237108.835,2013-01-01,46.0,1,"[47.0, 48.0, 49.0]",746276.765
15,2016-12-01,0,274273.081,2013-01-01,47.0,1,"[48.0, 49.0, 50.0]",737021.548
15,2017-01-01,0,249476.588,2013-01-01,48.0,1,"[49.0, 50.0, 51.0]",749599.9299999999
15,2017-02-01,0,222527.096,2013-01-01,49.0,1,"[50.0, 51.0, 52.0]",786983.927
15,2017-03-01,0,265017.864,2013-01-01,50.0,1,"[51.0, 52.0, 53.0]",762967.583
15,2017-04-01,0,262054.97,2013-01-01,51.0,1,"[52.0, 53.0, 54.0]",740448.481
15,2017-05-01,0,259911.093,2013-01-01,52.0,1,"[53.0, 54.0, 55.0]",596477.9809999999
15,2017-06-01,0,241001.52,2013-01-01,53.0,1,"[54.0, 55.0, 56.0]",
15,2017-07-01,0,239535.868,2013-01-01,54.0,1,"[55.0, 56.0, 57.0]",
15,2017-08-01,0,115940.593,2013-01-01,55.0,1,"[56.0, 57.0, 58.0]",
16,2013-01-01,0,140158.816,2013-01-01,0.0,0,"[1.0, 2.0, 3.0]",426939.448
16,2013-02-01,0,133681.575,2013-01-01,1.0,0,"[2.0, 3.0, 4.0]",457835.889
16,2013-03-01,0,142247.937,2013-01-01,2.0,0,"[3.0, 4.0, 5.0]",480007.763
16,2013-04-01,0,151009.936,2013-01-01,3.0,0,"[4.0, 5.0, 6.0]",497226.704
16,2013-05-01,0,164578.016,2013-01-01,4.0,0,"[5.0, 6.0, 7.0]",511189.078
16,2013-06-01,0,164419.811,2013-01-01,5.0,0,"[6.0, 7.0, 8.0]",513920.314
16,2013-07-01,0,168228.877,2013-01-01,6.0,0,"[7.0, 8.0, 9.0]",508569.961
16,2013-08-01,0,178540.39,2013-01-01,7.0,0,"[8.0, 9.0, 10.0]",495991.145
16,2013-09-01,0,167151.047,2013-01-01,8.0,0,"[9.0, 10.0, 11.0]",516363.899
16,2013-10-01,0,162878.524,2013-01-01,9.0,0,"[10.0, 11.0, 12.0]",587391.6612
16,2013-11-01,0,165961.574,2013-01-01,10.0,0,"[11.0, 12.0, 13.0]",584925.8896
16,2013-12-01,0,187523.801,2013-01-01,11.0,1,"[12.0, 13.0, 14.0]",645622.0838
16,2014-01-01,0,233906.2862,2013-01-01,12.0,1,"[13.0, 14.0, 15.0]",571572.8671
16,2014-02-01,0,163495.8024,2013-01-01,13.0,1,"[14.0, 15.0, 16.0]",585128.6599999999
16,2014-03-01,0,248219.9952,2013-01-01,14.0,1,"[15.0, 16.0, 17.0]",515133.53780000005
16,2014-04-01,0,159857.0695,2013-01-01,15.0,1,"[16.0, 17.0, 18.0]",618047.7063
16,2014-05-01,0,177051.5953,2013-01-01,16.0,1,"[17.0, 18.0, 19.0]",636930.186
16,2014-06-01,0,178224.873,2013-01-01,17.0,1,"[18.0, 19.0, 20.0]",708830.905
16,2014-07-01,0,262771.238,2013-01-01,18.0,1,"[19.0, 20.0, 21.0]",697698.037
16,2014-08-01,0,195934.075,2013-01-01,19.0,1,"[20.0, 21.0, 22.0]",761536.378
16,2014-09-01,0,250125.592,2013-01-01,20.0,1,"[21.0, 22.0, 23.0]",802417.3929999999
16,2014-10-01,0,251638.37,2013-01-01,21.0,1,"[22.0, 23.0, 24.0]",746764.491
16,2014-11-01,0,259772.416,2013-01-01,22.0,1,"[23.0, 24.0, 25.0]",668461.3570000001
16,2014-12-01,0,291006.607,2013-01-01,23.0,1,"[24.0, 25.0, 26.0]",574611.471
16,2015-01-01,0,195985.468,2013-01-01,24.0,1,"[25.0, 26.0, 27.0]",567198.203
16,2015-02-01,0,181469.282,2013-01-01,25.0,1,"[26.0, 27.0, 28.0]",623077.39
16,2015-03-01,0,197156.721,2013-01-01,26.0,1,"[27.0, 28.0, 29.0]",700107.621
16,2015-04-01,0,188572.2,2013-01-01,27.0,1,"[28.0, 29.0, 30.0]",775297.624
16,2015-05-01,0,237348.469,2013-01-01,28.0,1,"[29.0, 30.0, 31.0]",733990.398
16,2015-06-01,0,274186.952,2013-01-01,29.0,1,"[30.0, 31.0, 32.0]",664554.848
16,2015-07-01,0,263762.203,2013-01-01,30.0,1,"[31.0, 32.0, 33.0]",604066.427
16,2015-08-01,0,196041.243,2013-01-01,31.0,1,"[32.0, 33.0, 34.0]",599115.3319999999
16,2015-09-01,0,204751.402,2013-01-01,32.0,1,"[33.0, 34.0, 35.0]",604355.188
16,2015-10-01,0,203273.782,2013-01-01,33.0,1,"[34.0, 35.0, 36.0]",600594.166
16,2015-11-01,0,191090.148,2013-01-01,34.0,1,"[35.0, 36.0, 37.0]",585917.837
16,2015-12-01,0,209991.258,2013-01-01,35.0,1,"[36.0, 37.0, 38.0]",573766.4750000001
16,2016-01-01,0,199512.76,2013-01-01,36.0,1,"[37.0, 38.0, 39.0]",598646.5
16,2016-02-01,0,176413.819,2013-01-01,37.0,1,"[38.0, 39.0, 40.0]",626614.003
16,2016-03-01,0,197839.896,2013-01-01,38.0,1,"[39.0, 40.0, 41.0]",616167.351
16,2016-04-01,0,224392.785,2013-01-01,39.0,1,"[40.0, 41.0, 42.0]",594640.533
16,2016-05-01,0,204381.322,2013-01-01,40.0,1,"[41.0, 42.0, 43.0]",587091.599
16,2016-06-01,0,187393.244,2013-01-01,41.0,1,"[42.0, 43.0, 44.0]",590243.203
16,2016-07-01,0,202865.967,2013-01-01,42.0,1,"[43.0, 44.0, 45.0]",576656.02
16,2016-08-01,0,196832.388,2013-01-01,43.0,1,"[44.0, 45.0, 46.0]",561003.977
16,2016-09-01,0,190544.848,2013-01-01,44.0,1,"[45.0, 46.0, 47.0]",580840.764
16,2016-10-01,0,189278.784,2013-01-01,45.0,1,"[46.0, 47.0, 48.0]",576373.788
16,2016-11-01,0,181180.345,2013-01-01,46.0,1,"[47.0, 48.0, 49.0]",560482.2749999999
16,2016-12-01,0,210381.635,2013-01-01,47.0,1,"[48.0, 49.0, 50.0]",547271.213
16,2017-01-01,0,184811.808,2013-01-01,48.0,1,"[49.0, 50.0, 51.0]",569021.4820000001
16,2017-02-01,0,165288.832,2013-01-01,49.0,1,"[50.0, 51.0, 52.0]",626592.175
16,2017-03-01,0,197170.573,2013-01-01,50.0,1,"[51.0, 52.0, 53.0]",636490.875
16,2017-04-01,0,206562.077,2013-01-01,51.0,1,"[52.0, 53.0, 54.0]",631604.5029999999
16,2017-05-01,0,222859.525,2013-01-01,52.0,1,"[53.0, 54.0, 55.0]",506688.595
16,2017-06-01,0,207069.273,2013-01-01,53.0,1,"[54.0, 55.0, 56.0]",
16,2017-07-01,0,201675.705,2013-01-01,54.0,1,"[55.0, 56.0, 57.0]",
16,2017-08-01,0,97943.617,2013-01-01,55.0,1,"[56.0, 57.0, 58.0]",
17,2013-01-01,0,170508.715,2013-01-01,0.0,0,"[1.0, 2.0, 3.0]",537066.837
17,2013-02-01,0,153013.64,2013-01-01,1.0,0,"[2.0, 3.0, 4.0]",586893.385
17,2013-03-01,0,194056.352,2013-01-01,2.0,0,"[3.0, 4.0, 5.0]",595731.257
17,2013-04-01,0,189996.845,2013-01-01,3.0,0,"[4.0, 5.0, 6.0]",599424.1680000001
17,2013-05-01,0,202840.188,2013-01-01,4.0,0,"[5.0, 6.0, 7.0]",590433.271
17,2013-06-01,0,202894.224,2013-01-01,5.0,0,"[6.0, 7.0, 8.0]",589916.761
17,2013-07-01,0,193689.756,2013-01-01,6.0,0,"[7.0, 8.0, 9.0]",599568.213
17,2013-08-01,0,193849.291,2013-01-01,7.0,0,"[8.0, 9.0, 10.0]",608131.578
17,2013-09-01,0,202377.714,2013-01-01,8.0,0,"[9.0, 10.0, 11.0]",631129.0279999999
17,2013-10-01,0,203341.208,2013-01-01,9.0,0,"[10.0, 11.0, 12.0]",698374.5522999999
17,2013-11-01,0,202412.656,2013-01-01,10.0,0,"[11.0, 12.0, 13.0]",693062.0793999999
17,2013-12-01,0,225375.164,2013-01-01,11.0,1,"[12.0, 13.0, 14.0]",761552.7281
